"data_set1","data_set2","cor","p","p_adjust","Mass","Metabolite","KEGG","HMDB","CAS","ChEBI","ppm","Mode","med","Ions","MSMS","Used.for.Quant","Super.pathway","Sub.pathway","true_name","mean_int","class"
"Starchy_Vegetables","pHILIC_160.0967_7.5",0.533373203572433,0.0105800210535546,0.0479594121920168,"160.0967_7.5","Betonicine","C08269","HMDB29412",NA,NA,"-0.774954111","pHILIC",3e+05,"[M+H]+","YES","Y","Xenobiotics","Food Component/Plant","Betonicine",877702.942247655,"IS"
"Starchy_Vegetables","nHILIC_740.525_4.5",-0.532206084965053,0.0107837731556014,0.0479594121920168,"740.525_4.5","PE(36:3)",NA,NA,NA,NA,"1.921797659","nHILIC",2e+05,"[M-H]-","YES","Y",NA,NA,"PE(36:3)",237778.71058104,"IS"
"Starchy_Vegetables","nRPLC_377.2696_10.5",0.520323005803896,7.53268991035577e-06,0.00127302459485013,"377.2696_10.5","MG(20:4)",NA,"HMDB04666","53847-30-6","HMDB","-0.342881119","nRPLC",60000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(20:4)",69317.8171140673,"IR"
"Starchy_Vegetables","nHILIC_133.0506_2.3",0.500062557968727,1.90987162676998e-05,0.00161384152462063,"133.0506_2.3","2,3-Dihydroxyvaleric acid","C04039","HMDB00421","26386-47-0","HMDB","-0.214892254","nHILIC",70000,"[M-H]-","YES","Y","Cofactors and Vitamins","Pantothenate and CoA Metabolism","2,3-Dihydroxyvaleric acid",362197.295723164,"IR"
"Starchy_Vegetables","nRPLC_299.2228_9.3",0.471477504830913,6.44491431113956e-05,0.00225225539644314,"299.2228_9.3","MG(14:1)",NA,"HMDB11531",NA,"HMDB","0.068240997","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(14:1)",23451.1679308869,"IR"
"Starchy_Vegetables","pHILIC_738.5049_3.9",-0.474010060810309,5.81154125757583e-05,0.00225225539644314,"738.5049_3.9","PE(36:5)",NA,NA,NA,NA,"-2.623462026","pHILIC",1e+05,"[M+H]+","YES","Y",NA,NA,"PE(36:5)",231362.231873159,"IR"
"Starchy_Vegetables","pRPLC_676.417_10.7",0.47065676909685,6.66347750426964e-05,0.00225225539644314,"676.417_10.7","PS(28:2)",NA,"HMDB12342",NA,"HMDB","-2.093130967","pRPLC",20000,"[M+H]+","YES","Y",NA,NA,"PS(28:2)",28662.0765607863,"IR"
"Starchy_Vegetables","pRPLC_100.0756_1.2",-0.461394180098132,9.65237438944407e-05,0.00271875211969341,"100.0756_1.2","2-Piperidinone",NA,"HMDB11749",NA,NA,"-0.94798216","pRPLC",1e+05,"[M+H]+","YES","Y","Xenobiotics","Food Component/Plant","2-Piperidinone",234227.215327217,"IR"
"Starchy_Vegetables","nHILIC_425.0806_12.4",0.456868408764582,0.000115240762602677,0.00278224126855035,"425.0806_12.4","Cysteineglutathione disulfide",NA,"HMDB00656","13081-14-6","HMDB","-0.058861097","nHILIC",2e+05,"[M-H]-","YES","Y","Amino Acid","Glutathione Metabolism","Cysteineglutathione disulfide",216241.172901529,"IR"
"Starchy_Vegetables","pRPLC_704.4472_10.9",0.420521540541767,0.000438811270316649,0.00926988808543921,"704.4472_10.9","PS(30:2)",NA,NA,NA,NA,"-3.57365132211743|-3.57365132211743|-3.87512554039268","pRPLC",90000,"[M+H]+","YES","Y",NA,NA,"PS(30:2)",106832.863585519,"IR"
"Starchy_Vegetables","pHILIC_778.5358_5.1",0.403966128306085,0.00076899336188291,0.0144399864620235,"778.5358_5.1","PC(36:6)",NA,NA,NA,NA,"-3.003008816","pHILIC",1e+05,"[M+H]+","YES","Y",NA,NA,"PC(36:6)",181056.080780301,"IR"
"Starchy_Vegetables","pHILIC_732.5525_5.1",0.386238236450312,0.00135936407027246,0.0229732527876045,"732.5525_5.1","PC(32:1)",NA,NA,NA,NA,"-1.756540765","pHILIC",3e+06,"[M+H]+","YES","Y",NA,NA,"PC(32:1)",4487452.58646876,"IR"
"Starchy_Vegetables","pHILIC_792.5536_4.5",0.376764601119978,0.00181996750900011,0.0236595776170014,"792.5536_4.5","PC(37:6)",NA,NA,NA,NA,"-0.233705843","pHILIC",7e+05,"[M+H]+","YES","Y",NA,NA,"PC(37:6)",875774.634179409,"IR"
"Starchy_Vegetables","pHILIC_722.5093_4.2",-0.38143107000794,0.00157800586548621,0.0236595776170014,"722.5093_4.2","PE(P-36:5)",NA,NA,NA,NA,"-3.631556014","pHILIC",2e+05,"[M+H]+","YES","Y",NA,NA,"PE(P-36:5)",256706.845536595,"IR"
"Starchy_Vegetables","nRPLC_539.2494_7",-0.377022546636398,0.00180577029544935,0.0236595776170014,"539.2494_7","Tetrahydroaldosterone-3-glucuronide",NA,"HMDB10357","20605-81-6","HMDB","-0.707297131","nRPLC",6e+05,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Tetrahydroaldosterone-3-glucuronide",642400.722422243,"IR"
"Starchy_Vegetables","nRPLC_383.1535_7.6",-0.373294061444509,0.00202096418508376,0.024395924805654,"383.1535_7.6","16a-hydroxy DHEA 3-sulfate",NA,NA,NA,NA,"0.314144509983391|0.728163869219615","nRPLC",7e+05,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","16a-hydroxy DHEA 3-sulfate",815468.043891356,"IR"
"Starchy_Vegetables","pHILIC_746.5694_5.1",0.369073134812183,0.00229207328901695,0.0258240257229243,"746.5694_5.1","PC(33:1)",NA,NA,NA,NA,"-0.047015532","pHILIC",9e+05,"[M+H]+","YES","Y",NA,NA,"PC(33:1)",1449721.61659469,"IR"
"Starchy_Vegetables","nRPLC_187.007_2.3",-0.355824115105156,0.00336665633439705,0.0355603075320688,"187.007_2.3","p-Cresol sulfate",NA,"HMDB0011635",NA,"HMDB","-0.262926837132504|3.62609691143212|0.819740926145161|0.819740926145161","nRPLC",2e+07,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","p-Cresol sulfate",17881105.7147503,"IR"
"Starchy_Vegetables","nRPLC_409.3322_11.2",0.344732457899098,0.00458891268126441,0.0456191907725697,"409.3322_11.2","MG(22:2)",NA,"HMDB11553",NA,"HMDB","-0.316713371","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(22:2)",23693.7044724771,"IR"
"Sweets_Sweeteners","nRPLC_385.332_10.8",0.852596407991868,4.68807739881518e-07,3.96142540199883e-05,"385.332_10.8","MG(20:0)",NA,"HMDB11542",NA,"HMDB","-0.854067958","nRPLC",10000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(20:0)",18392.7279658512,"IS"
"Sweets_Sweeteners","nHILIC_160.0615_7.2",0.852596407991868,4.68807739881518e-07,3.96142540199883e-05,"160.0615_7.2","N-acetylthreonine",NA,NA,NA,NA,"-0.124170556","nHILIC",60000,"[M-H]-","YES","Y","Amino Acid","""Glycine, Serine and Threonine Metabolism""","N-acetylthreonine",90863.7902522834,"IS"
"Sweets_Sweeteners","nRPLC_367.1585_8.9",0.825276896921367,2.27695432293276e-06,9.62013201439091e-05,"367.1585_8.9","Dehydroisoandrosterone sulfate (DHEA-S)","C04555","HMDB01032",NA,NA,"0.095891584","nRPLC",1e+07,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Dehydroisoandrosterone sulfate (DHEA-S)",15133287.4245668,"IS"
"Sweets_Sweeteners","pHILIC_212.1026_7.4",0.826415209882638,2.14362924809714e-06,9.62013201439091e-05,"212.1026_7.4","N-acetyl-1-methylhistidine",NA,NA,NA,NA,"-1.758906829","pHILIC",1e+05,"[M+H]+","YES","Y","Amino Acid","Histidine Metabolism","N-acetyl-1-methylhistidine",178249.095723038,"IS"
"Sweets_Sweeteners","nRPLC_455.2472_11",-0.774052813664179,2.36898897421928e-05,0.000800718273286116,"455.2472_11","Sulfolithocholic acid",NA,"HMDB00907","34669-57-3","HMDB","-0.1746876","nRPLC",2e+05,"[M-H]-","YES","Y","Lipid","Secondary Bile Acid Metabolism","Sulfolithocholic acid",254661.729426606,"IS"
"Sweets_Sweeteners","pHILIC_170.0923_8.5",0.763807997012741,3.52367498016233e-05,0.000992501786079057,"170.0923_8.5","1-Methylhistidine","C01152","HMDB00001",NA,NA,"-0.630517121","pHILIC",2e+06,"[M+H]+","YES","Y","Amino Acid","Histidine Metabolism","1-Methylhistidine",2105648.82297421,"IS"
"Sweets_Sweeteners","pHILIC_130.0863_6.6",0.758116432206387,4.35684969438639e-05,0.00105186799764471,"130.0863_6.6","N-methylproline",NA,NA,NA,NA,"0.320726017","pHILIC",2e+06,"[M+H]+","YES","Y","Amino Acid","Urea cycle; Arginine and Proline Metabolism","N-methylproline",1724519.39713048,"IS"
"Sweets_Sweeteners","nHILIC_746.5159_4.2",0.74900992851622,6.04835642821467e-05,0.00127771529546035,"746.5159_4.2","PE(P-38:6)",NA,NA,NA,NA,"3.865781125","nHILIC",9e+05,"[M-H]-","YES","Y",NA,NA,"PE(P-38:6)",1015193.5966055,"IS"
"Sweets_Sweeteners","nRPLC_448.3069_9.4",0.738765111864782,8.60997652692103e-05,0.00145508603304965,"448.3069_9.4","Chenodeoxycholic acid glycine conjugate","C05466","HMDB00637","640-79-9","HMDB","0.12576723","nRPLC",2e+06,"[M-H]-","YES","Y","Lipid","Primary Bile Acid Metabolism","Chenodeoxycholic acid glycine conjugate",3351197.0866318,"IS"
"Sweets_Sweeteners","pHILIC_740.522_4.4",-0.738765111864782,8.60997652692103e-05,0.00145508603304965,"740.522_4.4","PC(33:4)",NA,NA,NA,NA,"-0.655647531","pHILIC",1e+06,"[M+H]+","YES","Y",NA,NA,"PC(33:4)",1396459.05666167,"IS"
"Sweets_Sweeteners","nHILIC_287.052_8.1",0.731935234097157,0.000108005612951081,0.00165935896261206,"287.052_8.1","Orotidine","C01103","HMDB00788","314-50-1","HMDB","-0.29636261","nHILIC",1e+05,"[M-H]-","YES","Y","Nucleotide","""Pyrimidine Metabolism, Orotate containing""","Orotidine",108933.221253313,"IS"
"Sweets_Sweeteners","pHILIC_157.0607_8.3",0.72282873040699,0.000144635845932525,0.00188026599712282,"157.0607_8.3","Imidazolelactic acid","C05132","HMDB02320","876-19-7","HMDB","-0.462226333","pHILIC",1e+05,"[M+H]+","YES","Y","Amino Acid","Histidine Metabolism","Imidazolelactic acid",114795.189091805,"IS"
"Sweets_Sweeteners","pHILIC_282.119_6.7",0.72282873040699,0.000144635845932525,0.00188026599712282,"282.119_6.7","N1-methyladenosine","C02494","HMDB03331",NA,NA,"-2.43317140935536|-2.43317140935536|-2.43317140935536|-2.43317140935536|2.32438192199972|-2.43317140935536","pHILIC",5e+05,"[M+H]+","YES","Y","Nucleotide","""Purine Metabolism, Adenine containing""","N1-methyladenosine",543272.488946279,"IS"
"Sweets_Sweeteners","nHILIC_204.9811_1.1",-0.719413791523178,0.000160913158432128,0.00194245169821641,"204.9811_1.1","1,2,3-benzenetriol sulfate",NA,NA,NA,NA,"-0.624375025449228|-0.624375025449228|-0.624375025449228|-1.95834347547098","nHILIC",3e+05,"[M-H]-","YES","Y","Xenobiotics","Chemical","1,2,3-benzenetriol sulfate",1686972.17354645,"IS"
"Sweets_Sweeteners","nRPLC_355.2852_11",0.711445600794282,0.00020518410544016,0.00203977140114041,"355.2852_11","MG(18:1)",NA,"HMDB11536",NA,"HMDB","-0.504551766","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(18:1)",23992.936959735,"IS"
"Sweets_Sweeteners","nRPLC_439.3792_11.1",0.711445600794282,0.00020518410544016,0.00203977140114041,"439.3792_11.1","MG(24:1)",NA,"HMDB11559",NA,"HMDB","-0.182003771","nRPLC",40000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(24:1)",48871.7068565036,"IS"
"Sweets_Sweeteners","nRPLC_498.2892_10.3",0.713722226716824,0.000191574677416405,0.00203977140114041,"498.2892_10.3","Tauroursodeoxycholic acid",NA,"HMDB00874","14605-22-2","HMDB","-0.55851986","nRPLC",3e+05,"[M-H]-","YES","Y","Lipid","Secondary Bile Acid Metabolism","Tauroursodeoxycholic acid",1287255.96127625,"IS"
"Sweets_Sweeteners","nRPLC_315.2541_9.4",0.706892348949199,0.000234927341115838,0.0022057067026987,"315.2541_9.4","MG(15:0)",NA,"HMDB11532",NA,"HMDB","0.06437713","nRPLC",50000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(15:0)",58933.1675015291,"IS"
"Sweets_Sweeteners","nRPLC_464.3015_8.8",0.701200784142844,0.000277283044788867,0.00246635971417466,"464.3015_8.8","Glycocholic acid","C01921","HMDB00138","475-31-0","HMDB","-0.554713367","nRPLC",2e+05,"[M-H]-","YES","Y","Lipid","Primary Bile Acid Metabolism","Glycocholic acid",654751.648961264,"IS"
"Sweets_Sweeteners","nRPLC_117.0557_0.6",0.69550921933649,0.000326066750088104,0.00275526403824448,"117.0557_0.6","L-_-Hydroxyisovaleric acid",NA,"HMDB00407",NA,NA,"-0.120156208","nRPLC",7e+05,"[M-H]-","YES","Y","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","L-_-Hydroxyisovaleric acid",785823.79617737,"IS"
"Sweets_Sweeteners","nRPLC_153.0193_2.1",-0.693232593413948,0.00034755466253295,0.00279698752228898,"153.0193_2.1","Gentisic acid","C00628","HMDB00152","490-79-9","HMDB","-0.186201628","nRPLC",50000,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","Gentisic acid",69429.248521998,"IS"
"Sweets_Sweeteners","nRPLC_441.3947_11.3",0.678434524917427,0.000519258528762567,0.00398884960731244,"441.3947_11.3","MG(24:0)",NA,"HMDB11558",NA,"HMDB","-0.520377418","nRPLC",1e+05,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(24:0)",122331.523007717,"IS"
"Sweets_Sweeteners","pRPLC_100.0756_1.2",0.672742960111073,0.000602410352819284,0.00442640650549821,"100.0756_1.2","2-Piperidinone",NA,"HMDB11749",NA,NA,"-0.94798216","pRPLC",1e+05,"[M+H]+","YES","Y","Xenobiotics","Food Component/Plant","2-Piperidinone",234227.215327217,"IS"
"Sweets_Sweeteners","nHILIC_111.0199_3.4",-0.669328021227261,0.000657580951438986,0.00463046586638286,"111.0199_3.4","Uracil","C00106","HMDB00300","66-22-8","HMDB","-0.869271189","nHILIC",80000,"[M-H]-","YES","Y","Nucleotide","""Pyrimidine Metabolism, Uracil containing""","Uracil",86078.9332517839,"IS"
"Sweets_Sweeteners","pHILIC_776.5554_3",0.667051395304719,0.000696716752714032,0.00470980524834685,"776.5554_3","PE(P-40:6)",NA,NA,NA,NA,"-4.474728145","pHILIC",1e+06,"[M+H]+","YES","Y",NA,NA,"PE(P-40:6)",2494677.80316315,"IS"
"Sweets_Sweeteners","nHILIC_131.0349_5.1",-0.660221517537094,0.000826304029231002,0.00537097619000151,"131.0349_5.1","Ethylmalonate",NA,"HMDB00622",NA,NA,"-0.596354892","nHILIC",2e+05,"[M-H]-","YES","Y","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","Ethylmalonate",219116.61201105,"IS"
"Sweets_Sweeteners","nHILIC_238.0929_7.3",0.657944891614552,0.000873837888966011,0.00546957789760207,"238.0929_7.3","ethyl glucuronide",NA,"HMDB10325",NA,NA,"-1.346310153","nHILIC",3e+05,"[M-H]-","YES","Y","Xenobiotics","Chemical","ethyl glucuronide",327738.502754612,"IS"
"Sweets_Sweeteners","nRPLC_514.2838_9.6",0.65566826569201,0.000923686178765288,0.00557510586469049,"514.2838_9.6","Taurocholic acid","C05122","HMDB00036","81-24-3","HMDB","-1.151754849","nRPLC",60000,"[M-H]-","YES","Y","Lipid","Primary Bile Acid Metabolism","Taurocholic acid",524948.517295107,"IS"
"Sweets_Sweeteners","nRPLC_172.9914_0.9",0.651115013846927,0.00103069310696606,0.00600645293369878,"172.9914_0.9","Phenol sulphate","C00850","HMDB60015",NA,"HMDB","0.003620717","nRPLC",1e+06,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","Phenol sulphate",2244594.12642679,"IS"
"Sweets_Sweeteners","nHILIC_481.244_5.2",0.640870197195489,0.00131066084030629,0.00738338940039213,"481.244_5.2","11-beta-Hydroxyandrosterone-3-glucuronide",NA,"HMDB10351",NA,"HMDB","-0.627917462","nHILIC",70000,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","11-beta-Hydroxyandrosterone-3-glucuronide",74266.6266585525,"IS"
"Sweets_Sweeteners","nRPLC_327.2538_10.5",0.634040319427864,0.00153119490602983,0.00798051804621164,"327.2538_10.5","MG(16:1)",NA,"HMDB11534",NA,"HMDB","-0.851882898","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(16:1)",19787.7690314985,"IS"
"Sweets_Sweeteners","nRPLC_409.3322_11.2",0.634040319427864,0.00153119490602983,0.00798051804621164,"409.3322_11.2","MG(22:2)",NA,"HMDB11553",NA,"HMDB","-0.316713371","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(22:2)",23693.7044724771,"IS"
"Sweets_Sweeteners","pRPLC_181.0718_3.1",0.631763693505322,0.00161136766071059,0.00798051804621164,"181.0718_3.1","Paraxanthine","C13747","HMDB01860","611-59-6","HMDB","-1.141368661","pRPLC",1e+06,"[M+H]+","YES","Y","Xenobiotics","Xanthine Metabolism","Paraxanthine",1875926.3698157,"IS"
"Sweets_Sweeteners","pHILIC_750.5399_3.1",0.630625380544051,0.00165277000957046,0.00798051804621164,"750.5399_3.1","PE(P-38:5)",NA,NA,NA,NA,"-4.429831219","pHILIC",3e+06,"[M+H]+","YES","Y",NA,NA,"PE(P-38:5)",5125911.92798879,"IS"
"Sweets_Sweeteners","nHILIC_833.5227_5.2",0.630625380544051,0.00165277000957046,0.00798051804621164,"833.5227_5.2","PI(34:2)",NA,NA,NA,NA,"4.97390639","nHILIC",4e+05,"[M-H]-","YES","Y",NA,NA,"PI(34:2)",439313.978604485,"IS"
"Sweets_Sweeteners","nHILIC_835.537_5.2",0.620380563892614,0.00206770416733304,0.00970672234109124,"835.537_5.2","PI(34:1)",NA,NA,NA,NA,"3.348071426","nHILIC",3e+05,"[M-H]-","YES","Y",NA,NA,"PI(34:1)",345572.869811417,"IS"
"Sweets_Sweeteners","nHILIC_425.0806_12.4",-0.613550686124989,0.00239063169092116,0.0109193717774507,"425.0806_12.4","Cysteineglutathione disulfide",NA,"HMDB00656","13081-14-6","HMDB","-0.058861097","nHILIC",2e+05,"[M-H]-","YES","Y","Amino Acid","Glutathione Metabolism","Cysteineglutathione disulfide",216241.172901529,"IS"
"Sweets_Sweeteners","nRPLC_365.2333_9.7",0.595337678744655,0.00346609995911762,0.0154150235023915,"365.2333_9.7","Tetrahydrocortisol","C05472","HMDB00949","53-02-1","HMDB","-0.120680237","nRPLC",2e+05,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Tetrahydrocortisol",161875.914821611,"IS"
"Sweets_Sweeteners","nRPLC_377.2696_10.5",0.590784426899572,0.00379065279016712,0.0164261620907242,"377.2696_10.5","MG(20:4)",NA,"HMDB04666","53847-30-6","HMDB","-0.342881119","nRPLC",60000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(20:4)",69317.8171140673,"IS"
"Sweets_Sweeteners","pHILIC_229.1181_10.9",0.587369488015759,0.00405043178866156,0.0171130743070951,"229.1181_10.9","pro-hydroxy-pro",NA,"HMDB06695",NA,NA,"-0.819820822","pHILIC",3e+05,"[M+H]+","YES","Y","Amino Acid","Urea cycle; Arginine and Proline Metabolism","pro-hydroxy-pro",307135.236847706,"IS"
"Sweets_Sweeteners","nHILIC_165.0405_8.5",0.578262984325592,0.0048169050845213,0.0198550477874171,"165.0405_8.5","Arabonate | Xylonate",NA,NA,NA,NA,"0.252626081586609|0.252626081586609|-4.97718186883818|0.252626081586609|0.252626081586609|0.252626081586609","nHILIC",5e+05,"[M-H]-","YES","Y","Carbohydrate","Pentose Metabolism","Arabonate | Xylonate",591701.938217125,"IS"
"Sweets_Sweeteners","nRPLC_375.254_10.2",0.570294793596696,0.0055833167797257,0.0224662032327058,"375.254_10.2","MG(20:5)",NA,"HMDB11550",NA,"HMDB","-0.211661429","nRPLC",30000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(20:5)",31417.6743969735,"IS"
"Sweets_Sweeteners","nHILIC_197.0679_1.4",0.562326602867801,0.0064484788085658,0.0247141231153035,"197.0679_1.4","5-Acetylamino-6-amino-3-methyluracil","C16366","HMDB04400",NA,NA,"-0.556384702","nHILIC",2e+06,"[M-H]-","YES","Y","Xenobiotics","Xanthine Metabolism","5-Acetylamino-6-amino-3-methyluracil",2311093.17950897,"IS"
"Sweets_Sweeteners","nRPLC_369.1741_9.5",0.56118828990653,0.00658068366975536,0.0247141231153035,"369.1741_9.5","Androsterone sulfate",NA,"HMDB02759","2479-86-9","HMDB","-0.0398723458189992|-0.0398723458189992|-0.0398723458189992|0.510012145841384","nRPLC",6e+06,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Androsterone sulfate",7676563.60608563,"IS"
"Sweets_Sweeteners","nRPLC_165.0556_2.3",0.56118828990653,0.00658068366975536,0.0247141231153035,"165.0556_2.3","Phenyllactate (PLA)","C05607","HMDB00779",NA,NA,"-0.687607008","nRPLC",70000,"[M-H]-","YES","Y","Amino Acid","Phenylalanine Metabolism","Phenyllactate (PLA)",72163.0986654434,"IS"
"Sweets_Sweeteners","nHILIC_133.0506_2.3",0.554358412138905,0.00742192669868127,0.0272675133060247,"133.0506_2.3","2,3-Dihydroxyvaleric acid","C04039","HMDB00421","26386-47-0","HMDB","-0.214892254","nHILIC",70000,"[M-H]-","YES","Y","Cofactors and Vitamins","Pantothenate and CoA Metabolism","2,3-Dihydroxyvaleric acid",362197.295723164,"IS"
"Sweets_Sweeteners","nHILIC_202.1197_13.3",0.547528534371279,0.00835013340066052,0.0300249477598219,"202.1197_13.3","Gly-Lys or Lys-Gly",NA,NA,NA,NA,"-0.056245606","nHILIC",90000,"[M-H]-","YES","Y","Peptide","Dipeptide","Gly-Lys or Lys-Gly",90687.1963537207,"IS"
"Sweets_Sweeteners","nRPLC_163.0765_7.4",-0.540698656603654,0.00937198586199131,0.0329972002224277,"163.0765_7.4","Phenylbutyric acid",NA,"HMDB00329","90-27-7","HMDB","0.306989515","nRPLC",60000,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","Phenylbutyric acid",67820.1628722732,"IS"
"Sweets_Sweeteners","pRPLC_169.0971_1.6",0.529315526990946,0.0113022684628213,0.0389812932697305,"169.0971_1.6","Cyclo(ala-pro)",NA,NA,NA,NA,"-0.47593602","pRPLC",40000,"[M+H]+","YES","Y","Peptide","Dipeptide","Cyclo(ala-pro)",44332.49660316,"IS"
"Sweets_Sweeteners","pHILIC_189.1345_14.4",-0.523623962184592,0.012382852814142,0.0418540425117999,"189.1345_14.4","Homoarginine","C01924","HMDB00670",NA,NA,"-0.562257817","pHILIC",1e+06,"[M+H]+","YES","Y","Amino Acid","Urea cycle; Arginine and Proline Metabolism","Homoarginine",1298649.91589119,"IS"
"Sweets_Sweeteners","pHILIC_249.1078_10.4",0.52134733626205,0.0128380385673111,0.0425417356446191,"249.1078_10.4","gamma-glutamylthreonine",NA,"HMDB29159",NA,NA,"-1.274701077","pHILIC",3e+06,"[M+H]+","YES","Y","Peptide","Gamma-glutamyl Amino Acid","gamma-glutamylthreonine",3032042.32068593,"IS"
"Sweets_Sweeteners","pHILIC_792.5536_4.5",-0.539267865344071,2.98497120335811e-06,0.00050446013336752,"792.5536_4.5","PC(37:6)",NA,NA,NA,NA,"-0.233705843","pHILIC",7e+05,"[M+H]+","YES","Y",NA,NA,"PC(37:6)",875774.634179409,"IR"
"Sweets_Sweeteners","pHILIC_189.1345_14.4",0.507638808952749,1.35805817390707e-05,0.00114755915695148,"189.1345_14.4","Homoarginine","C01924","HMDB00670",NA,NA,"-0.562257817","pHILIC",1e+06,"[M+H]+","YES","Y","Amino Acid","Urea cycle; Arginine and Proline Metabolism","Homoarginine",1298649.91589119,"IR"
"Sweets_Sweeteners","pHILIC_738.5403_4.4",-0.49476727066671,2.4123412511703e-05,0.00135895223815927,"738.5403_4.4","PC(P-34:4)",NA,NA,NA,NA,"-3.959555601","pHILIC",2e+05,"[M+H]+","YES","Y",NA,NA,"PC(P-34:4)",258031.155537207,"IR"
"Sweets_Sweeteners","nHILIC_261.0725_10.7",-0.456993510068484,0.000114681378200213,0.00246809243280006,"261.0725_10.7","Asp-Glu or Glu-Asp",NA,NA,NA,NA,"-1.224100539","nHILIC",2e+06,"[M-H]-","YES","Y","Peptide","Dipeptide","Asp-Glu or Glu-Asp",1924130.56707819,"IR"
"Sweets_Sweeteners","nHILIC_188.9862_0.9",0.46113310027103,9.75222696754241e-05,0.00246809243280006,"188.9862_0.9","Catechol sulfate",NA,"HMDB59724",NA,"HMDB","-0.599978483","nHILIC",6e+05,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","Catechol sulfate",5265869.67064882,"IR"
"Sweets_Sweeteners","pHILIC_249.1078_10.4",0.450719443667752,0.000146040972355033,0.00246809243280006,"249.1078_10.4","gamma-glutamylthreonine",NA,"HMDB29159",NA,NA,"-1.274701077","pHILIC",3e+06,"[M+H]+","YES","Y","Peptide","Gamma-glutamyl Amino Acid","gamma-glutamylthreonine",3032042.32068593,"IR"
"Sweets_Sweeteners","nRPLC_327.2538_10.5",0.456131095442954,0.00011858896839021,0.00246809243280006,"327.2538_10.5","MG(16:1)",NA,"HMDB11534",NA,"HMDB","-0.851882898","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(16:1)",19787.7690314985,"IR"
"Sweets_Sweeteners","nHILIC_742.5417_4.6",-0.464431836213683,8.55783380684995e-05,0.00246809243280006,"742.5417_4.6","PE(36:2)",NA,NA,NA,NA,"3.328645545","nHILIC",4e+06,"[M-H]-","YES","Y",NA,NA,"PE(36:2)",4361437.97657492,"IR"
"Sweets_Sweeteners","pHILIC_750.5399_3.1",-0.453349808275619,0.000132041137096548,0.00246809243280006,"750.5399_3.1","PE(P-38:5)",NA,NA,NA,NA,"-4.429831219","pHILIC",3e+06,"[M+H]+","YES","Y",NA,NA,"PE(P-38:5)",5125911.92798879,"IR"
"Sweets_Sweeteners","nHILIC_214.0488_7.2",0.472236688574732,6.24865785425456e-05,0.00246809243280006,"214.0488_7.2","sn-glycero-3-Phosphoethanolamine","C01233","HMDB00114","1190-00-7","HMDB","0.959298616","nHILIC",4e+05,"[M-H]-","YES","Y","Lipid","Phospholipid Metabolism","sn-glycero-3-Phosphoethanolamine",454333.283883792,"IR"
"Sweets_Sweeteners","nRPLC_367.1585_8.9",-0.428382904866518,0.000332771545566716,0.00511258101825227,"367.1585_8.9","Dehydroisoandrosterone sulfate (DHEA-S)","C04555","HMDB01032",NA,NA,"0.095891584","nRPLC",1e+07,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Dehydroisoandrosterone sulfate (DHEA-S)",15133287.4245668,"IR"
"Sweets_Sweeteners","nRPLC_312.2546_10.4",-0.420491811042916,0.00043926496580725,0.00618631493511877,"312.2546_10.4","Palmitoylglycine",NA,"HMDB13034","158305-64-7","HMDB","0.593781152","nRPLC",10000,"[M-H]-","YES","Y","Lipid","Fatty Acid Metabolism(Acyl Glycine)","Palmitoylglycine",12132.0694067278,"IR"
"Sweets_Sweeteners","nRPLC_163.0765_7.4",-0.417300876928454,0.000490521251308141,0.00637677626700583,"163.0765_7.4","Phenylbutyric acid",NA,"HMDB00329","90-27-7","HMDB","0.306989515","nRPLC",60000,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","Phenylbutyric acid",67820.1628722732,"IR"
